---,Actor,Location,Rotation,Scale,Meshes
Row_42,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4549.463382,Y=16385.751928,Z=883.907065)","(Pitch=0.000000,Yaw=-96.303326,Roll=180.000000)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/S_Beach_Cliff_wdqiedw_lod3_Var1.S_Beach_Cliff_wdqiedw_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/MI_Beach_Cliff_wdqiedw_2K""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Field_Asset_CustomLargeCliff/Material/MI_Cliff_Formation_2_noTop_LowLOD_2""')))"
Row_43,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-2453.138974,Y=19587.395299,Z=-595.645292)","(Pitch=2.284119,Yaw=47.051859,Roll=-0.099849)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/S_Beach_Cliff_wdelca0_lod3_Var1.S_Beach_Cliff_wdelca0_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/fix/MI_Pal_b00_Modular_Rock_1""')))"
Row_44,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4085.756099,Y=16657.689038,Z=-598.957158)","(Pitch=2.284119,Yaw=80.331794,Roll=-0.099849)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/S_Beach_Cliff_wdelca0_lod3_Var1.S_Beach_Cliff_wdelca0_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/fix/MI_Pal_b00_Modular_Rock_1""')))"
Row_45,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4231.834574,Y=16229.013038,Z=1012.287135)","(Pitch=0.000000,Yaw=91.444370,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_ground_CliffsAndRocksPack_01.SM_pal_b06_cliff_ground_CliffsAndRocksPack_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_ground_CliffsAndRocksPack_01""')))"
Row_46,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3116.725865,Y=19324.965502,Z=875.139840)","(Pitch=0.000000,Yaw=-129.583261,Roll=180.000000)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/S_Beach_Cliff_wdqiedw_lod3_Var1.S_Beach_Cliff_wdqiedw_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/MI_Beach_Cliff_wdqiedw_2K""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Field_Asset_CustomLargeCliff/Material/MI_Cliff_Formation_2_noTop_LowLOD_2""')))"
Row_47,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3600.892889,Y=18445.085162,Z=-516.473493)","(Pitch=0.000000,Yaw=80.463991,Roll=0.000000)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdplfee/S_Beach_Cliff_wdplfee_lod3_Var1.S_Beach_Cliff_wdplfee_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/fix/MI_Pal_b00_Modular_Rock_1""')))"
Row_48,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3127.412846,Y=18748.484215,Z=1012.287087)","(Pitch=0.000000,Yaw=55.656257,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_ground_CliffsAndRocksPack_01.SM_pal_b06_cliff_ground_CliffsAndRocksPack_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_ground_CliffsAndRocksPack_01""')))"
Row_49,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3718.785423,Y=17917.107593,Z=-482.125636)","(Pitch=0.000000,Yaw=68.918571,Roll=0.000000)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdelbay/S_Beach_Cliff_wdelbay_lod3_Var1.S_Beach_Cliff_wdelbay_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/fix/MI_Pal_b00_Modular_Rock_1""')))"
Row_50,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-3341.926744,Y=17870.209046,Z=1152.063182)","(Pitch=3.223808,Yaw=154.235814,Roll=90.752140)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_CliffsAndRocksPack_02.SM_pal_b06_cliff_CliffsAndRocksPack_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_CliffsAndRocksPack_02""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_CliffsAndRocksPack_02""')))"
Row_51,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4279.546979,Y=15240.720178,Z=1012.287184)","(Pitch=0.000000,Yaw=94.551447,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_ground_CliffsAndRocksPack_01.SM_pal_b06_cliff_ground_CliffsAndRocksPack_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_ground_CliffsAndRocksPack_01""')))"
Row_52,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4454.127482,Y=16270.513907,Z=842.152132)","(Pitch=-6.071153,Yaw=-110.205076,Roll=-176.985028)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/S_Beach_Cliff_wdqiedw_lod3_Var1.S_Beach_Cliff_wdqiedw_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdqiedw/MI_Beach_Cliff_wdqiedw_2K""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Field_Asset_CustomLargeCliff/Material/MI_Cliff_Formation_2_noTop_LowLOD_2""')))"
Row_53,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-2564.521090,Y=19500.322549,Z=1012.287093)","(Pitch=0.000000,Yaw=55.656257,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_ground_CliffsAndRocksPack_01.SM_pal_b06_cliff_ground_CliffsAndRocksPack_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_ground_CliffsAndRocksPack_01""')))"
Row_54,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-4471.409994,Y=15384.495323,Z=-507.706268)","(Pitch=0.000000,Yaw=113.743926,Roll=-0.000000)","(X=7.000000,Y=7.000000,Z=7.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Cliff_wdplfee/S_Beach_Cliff_wdplfee_lod3_Var1.S_Beach_Cliff_wdplfee_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Cliff_wdelca0/fix/MI_Pal_b00_Modular_Rock_1""')))"
Row_55,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-61.150972,Y=11987.908804,Z=132.161506)","(Pitch=-0.000000,Yaw=-43.189189,Roll=0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_56,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1780.443933,Y=11489.180446,Z=122.867997)","(Pitch=0.000000,Yaw=170.328503,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_57,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=228.874069,Y=11863.683688,Z=132.161520)","(Pitch=0.000000,Yaw=174.478932,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_3.SM_pal_b00_PL_A_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""')))"
Row_58,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-499.278141,Y=11145.905480,Z=-162.452389)","(Pitch=0.000000,Yaw=166.460680,Roll=-0.000000)","(X=4.000000,Y=4.000000,Z=4.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Nordic_Beach_Rock_Formation_vkujfekfa/Preview/S_Nordic_Beach_Rock_Formation_vkujfekfa_lod5_Var1.S_Nordic_Beach_Rock_Formation_vkujfekfa_lod5_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Nordic_Beach_Rock_Formation_vkujfekfa/Preview/MI_Nordic_Beach_Rock_Formation_vkujfekfa_1K""',MaterialInstanceConstant'""/Game/Pal/Model/Other/WhaleBone/Material/MI_WhaleBone_LowLOD""')))"
Row_59,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1763.458747,Y=11686.322494,Z=289.782275)","(Pitch=0.000000,Yaw=166.850585,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Cliff/SM_pal_b06_cliff_ground_CliffsAndRocksPack_01.SM_pal_b06_cliff_ground_CliffsAndRocksPack_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_cliff_ground_CliffsAndRocksPack_01""')))"
Row_60,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1577.278771,Y=12268.827589,Z=132.161502)","(Pitch=-0.000000,Yaw=-27.460467,Roll=0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_61,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-871.276046,Y=13437.973867,Z=-634.600582)","(Pitch=0.000000,Yaw=-106.365828,Roll=-6.089177)","(X=2.400000,Y=2.400000,Z=2.400000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Meshes/SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3.SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Material/MI_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_2K""')))"
Row_62,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1432.592319,Y=11662.062047,Z=132.161516)","(Pitch=0.000000,Yaw=145.957794,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_3.SM_pal_b00_PL_A_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""')))"
Row_63,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1815.765772,Y=14285.000049,Z=555.837891)","(Pitch=-4.664504,Yaw=-165.964113,Roll=4.800140)","(X=0.813119,Y=0.813119,Z=0.813119)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Meshes/SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3.SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Material/MI_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_2K""')))"
Row_64,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-220.831084,Y=12556.222633,Z=132.161481)","(Pitch=-0.000000,Yaw=-123.324036,Roll=0.000000)","(X=4.000000,Y=4.000000,Z=4.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_3.SM_pal_b00_PL_A_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""')))"
Row_65,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1468.614445,Y=11311.732207,Z=75.440594)","(Pitch=-0.000000,Yaw=-108.879453,Roll=0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Beach_Boulder_ukopebls/Preview/S_Beach_Boulder_ukopebls_lod5_Var1.S_Beach_Boulder_ukopebls_lod5_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Beach_Boulder_ukopebls/Preview/MI_Beach_Boulder_ukopebls_1K""')))"
Row_66,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=963.946800,Y=12546.117359,Z=132.161510)","(Pitch=0.000000,Yaw=37.978679,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_3.SM_pal_b00_PL_A_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_3""')))"
Row_67,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=3462.233853,Y=3760.542425,Z=-102.843387)","(Pitch=4.408907,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b06/Seashell/Meshes/SM_pal_b06_Tcom_coconut_001.SM_pal_b06_Tcom_coconut_001'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Seashell/Materials/MI_pal_b06_Tcom_coconut_001""')))"
Row_68,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1314.489089,Y=11694.188380,Z=132.161504)","(Pitch=0.000000,Yaw=97.861206,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_69,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=2995.904316,Y=13423.298958,Z=-643.264714)","(Pitch=0.000000,Yaw=138.003659,Roll=-0.000000)","(X=2.400000,Y=2.400000,Z=2.400000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Meshes/SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3.SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Material/MI_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_2K""')))"
Row_70,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1276.675844,Y=14207.283385,Z=921.223671)","(Pitch=-0.768473,Yaw=-146.108239,Roll=5.108972)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Rainforest/Mesh/Rocks/SM_pal_b00_rock_RainforestRock_01.SM_pal_b00_rock_RainforestRock_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Rainforest/Materials/MI_pal_b00_rock_RainforestRock01Moss_01""')))"
Row_71,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=3043.809107,Y=11188.760763,Z=120.521933)","(Pitch=-0.000000,Yaw=-98.474988,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Rainforest/Mesh/Rocks/SM_pal_b00_stone_RainforestSmallStones_01.SM_pal_b00_stone_RainforestSmallStones_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Rainforest/Materials/MI_pal_b00_rock_RainforestRockGroupA_01""')))"
Row_72,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1750.539739,Y=11587.841382,Z=122.868010)","(Pitch=-0.000000,Yaw=-141.574909,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_B_7.SM_pal_b00_PL_B_7'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst4""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst2""')))"
Row_73,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-271.777447,Y=14127.147116,Z=1007.272498)","(Pitch=2.009355,Yaw=-156.303372,Roll=-68.908562)","(X=0.813119,Y=0.813119,Z=0.813119)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Meshes/SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3.SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Material/MI_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_2K""')))"
Row_74,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=808.645296,Y=14442.205167,Z=972.845244)","(Pitch=-1.292870,Yaw=-171.700730,Roll=-44.815491)","(X=0.813119,Y=0.813119,Z=0.813119)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Meshes/SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3.SM_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_lod3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Megascans_Japanese_Asset/Material/MI_pal_b00_Megascans_Nordic_Forest_Cliff_Large_xibjbg3_2K""')))"
Row_75,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1510.480490,Y=12883.929768,Z=1311.414215)","(Pitch=-0.000000,Yaw=-36.271987,Roll=0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Rainforest/Mesh/Ivy/SM_pal_b00_tree_RainforestIvy_06.SM_pal_b00_tree_RainforestIvy_06'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Rainforest/Materials/MI_pal_b00_tree_RainforestEbonyTree_03""')))"
Row_76,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1213.945632,Y=12150.059950,Z=132.161500)","(Pitch=0.000000,Yaw=134.342279,Roll=-0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_77,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=743.799010,Y=12767.208420,Z=132.161517)","(Pitch=0.000000,Yaw=92.063428,Roll=-0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_B_7.SM_pal_b00_PL_B_7'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst4""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst2""')))"
Row_78,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1011.118027,Y=11718.196272,Z=132.161542)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=4.000000,Y=4.000000,Z=4.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_M_2.SM_pal_b00_PL_M_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_M_1_2""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_M_1_2""')))"
Row_79,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=675.631154,Y=12434.443272,Z=132.161504)","(Pitch=-0.000000,Yaw=-10.117909,Roll=0.000000)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_A_1.SM_pal_b00_PL_A_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_PL_1""')))"
Row_80,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=803.551611,Y=11657.691511,Z=120.962224)","(Pitch=0.000000,Yaw=145.957794,Roll=-0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Meshes/SM_pal_b00_PL_B_7.SM_pal_b00_PL_B_7'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst4""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst1""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Landscaping_Aquatic_Plants/Materials/MI_pal_b00_Master_PL_5_Inst2""')))"
